course_number,weekday,room,note,exam,test,tutorium,room_id,start_time,end_time,room_capacity,calendar_week
269.031,Mi.,HS 19,Klausur,True,False,False,1,2024-06-05 10:15:00,2024-06-05 11:45:00,152,23
269.035,Mi.,HS 19,Klausur,True,False,False,1,2024-06-05 10:15:00,2024-06-05 11:45:00,152,23
359.020,Fr.,HS 19,,False,False,False,1,2024-06-07 10:15:00,2024-06-07 11:45:00,152,23
359.022,Fr.,HS 19,,False,False,False,1,2024-06-07 10:15:00,2024-06-07 11:45:00,152,23
359.024,Fr.,HS 19,,False,False,False,1,2024-06-07 10:15:00,2024-06-07 11:45:00,152,23
379.014,Mo.,HS 19,Klausur - bitte im Kusss anmelden,True,False,False,1,2024-07-01 13:45:00,2024-07-01 15:15:00,152,27
379.014,Mo.,HS 19,Klausur - bitte im Kusss anmelden,True,False,False,1,2024-09-30 13:45:00,2024-09-30 15:15:00,152,40
365.041,Do.,HS 19,EXAM,True,False,False,1,2024-07-11 10:15:00,2024-07-11 11:45:00,152,28
102.016,Mo.,HS 19,,False,False,False,1,2024-03-04 15:30:00,2024-03-04 18:45:00,152,10
102.016,Mo.,HS 19,,False,False,False,1,2024-03-11 15:30:00,2024-03-11 18:45:00,152,11
102.016,Mo.,HS 19,,False,False,False,1,2024-03-18 15:30:00,2024-03-18 18:45:00,152,12
256.902,Mi.,HS 19,,False,False,False,1,2024-03-06 17:15:00,2024-03-06 20:15:00,152,10
231.010,Mo.,HS 19,,False,False,False,1,2024-06-17 15:30:00,2024-06-17 17:00:00,152,25
